	ISU_CD	ISU_SRT_CD	ISU_NM	ISU_ABBRV	ISU_ENG_NM	LIST_DD	MKT_TP_NM	SECUGRP_NM	SECT_TP_NM	KIND_STKCERT_TP_NM	PARVAL	LIST_SHRS	KOSPI200
0	KR7095570008	095570	AJ네트웍스보통주	AJ네트웍스	AJ Networks Co.,Ltd.	20150821	KOSPI	주권	-	보통주	1000	45252759	
1	KR7006840003	006840	AK홀딩스보통주	AK홀딩스	AK Holdings, Inc.	19990811	KOSPI	주권	-	보통주	5000	13247561	
2	KR7282330000	282330	BGF리테일보통주	BGF리테일	BGF Retail	20171208	KOSPI	주권	-	보통주	1000	17283906	1.0
3	KR7027410000	027410	BGF보통주	BGF	BGF	20140519	KOSPI	주권	-	보통주	1000	95716791	
4	KR7138930003	138930	BNK금융지주보통주	BNK금융지주	BNK Financial Group Inc.	20110330	KOSPI	주권	-	보통주	5000	314425154	1.0
5	KR7001461003	001465	BYC1우선주	BYC우	BYC(1P)	19890905	KOSPI	주권	-	구형우선주	500	2153850	
6	KR7001460005	001460	BYC보통주	BYC	BYC	19750602	KOSPI	주권	-	보통주	500	6246150	
7	KR7001041003	001045	CJ1우선주	CJ우	CJ(1P)	19890818	KOSPI	주권	-	구형우선주	5000	2260223	
8	KR700104K010	00104K	CJ4우선주(전환)	CJ4우(전환)	CJ(4PC)	20190809	KOSPI	주권	-	신형우선주	5000	4226512	
9	KR7001040005	001040	CJ보통주	CJ	CJ Corp.	19730629	KOSPI	주권	-	보통주	5000	29176998	1.0
10	KR7011151008	011155	CJ씨푸드1우선주	CJ씨푸드1우	CJSEAFOODCORPORATION(1P)	19900113	KOSPI	주권	-	구형우선주	500	200000	
11	KR7011150000	011150	CJ씨푸드보통주	CJ씨푸드	CJSEAFOODCORPORATION	19881126	KOSPI	주권	-	보통주	500	35930773	
12	KR7000590000	000590	CS홀딩스보통주	CS홀딩스	CSHOLDINGS	19751222	KOSPI	주권	-	보통주	5000	1154482	
13	KR7012030003	012030	DB Inc.보통주	DB	DB Inc.	19930106	KOSPI	주권	-	보통주	500	201173933	
14	KR7005830005	005830	DB손해보험보통주	DB손해보험	DB INSURANCE	19730628	KOSPI	주권	-	보통주	500	70800000	1.0
15	KR7016610008	016610	DB증권보통주	DB증권	DB Securities	19880627	KOSPI	주권	-	보통주	5000	42446389	
16	KR7000990002	000990	DB하이텍보통주	DB하이텍	DB HiTek Co.,LTD	19751212	KOSPI	주권	-	보통주	5000	43504588	1.0
17	KR7001530005	001530	DI동일보통주	DI동일	DI DONGIL	19640104	KOSPI	주권	-	보통주	500	19729280	
18	KR7000211003	000215	DL1우선주	DL우	DL(1P)	19890821	KOSPI	주권	-	구형우선주	5000	1686115	
19	KR7000210005	000210	DL보통주	DL	DL	19760202	KOSPI	주권	-	보통주	5000	20955884	
20	KR737550K011	37550K	DL이앤씨1우선주	DL이앤씨우	DL E&C CO., LTD.(1P)	20210125	KOSPI	주권	-	종류주권	5000	2113885	
21	KR737550K029	37550L	DL이앤씨2우선주(전환)	DL이앤씨2우(전환)	DL E&C(2PC)	20220428	KOSPI	주권	-	신형우선주	5000	2111951	
22	KR7375500006	375500	DL이앤씨보통주	DL이앤씨	DL E&C CO., LTD.	20210125	KOSPI	주권	-	보통주	5000	38693623	1.0
23	KR7155660004	155660	DSR보통주	DSR	DSR CORP	20130515	KOSPI	주권	-	보통주	500	16000000	
24	KR7069730000	069730	DSR제강보통주	DSR제강	DSRWIRECORP	20030128	KOSPI	주권	-	보통주	500	14400000	
25	KR7017860008	017860	DS단석보통주	DS단석	DS Dansuk	20231222	KOSPI	주권	-	보통주	500	17584212	
26	KR7017940008	017940	E1보통주	E1	E1Corporation	19970827	KOSPI	주권	-	보통주	5000	6860000	
27	KR7365550003	365550	ESR켄달스퀘어리츠보통주	ESR켄달스퀘어리츠	ESR KENDALL SQUARE REIT	20201223	KOSPI	부동산투자회사	-	보통주	1000	246089000	
28	KR7383220001	383220	F&F보통주	F&F	F&F	20210521	KOSPI	주권	-	보통주	100	38307075	1.0
29	KR7007700008	007700	F&F홀딩스	F&F홀딩스	F&F Holdings	19841004	KOSPI	주권	-	보통주	500	39114367	
30	KR7078931003	078935	GS1우선주	GS우	GS Holdings(1P)	20040805	KOSPI	주권	-	구형우선주	5000	1784826	
31	KR7006360002	006360	GS건설보통주	GS건설	GS Engineering & Construction Corp	19810803	KOSPI	주권	-	보통주	5000	85581490	1.0
32	KR7078930005	078930	GS보통주	GS	GS Holdings	20040805	KOSPI	주권	-	보통주	5000	92915378	1.0
33	KR7012630000	012630	HDC보통주	HDC	HDC HOLDINGS CO.,Ltd	19961016	KOSPI	주권	-	보통주	5000	59741721	
34	KR7294870001	294870	HDC현대산업개발보통주	HDC현대산업개발	HYUNDAI DEVELOPMENT COMPANY	20180612	KOSPI	주권	-	보통주	5000	65907330	1.0
35	KR7097230007	097230	HJ중공업보통주	HJ중공업	HJ SHIPBUILDING & CONSTRUCTION	20070831	KOSPI	주권	-	보통주	5000	90295344	1.0
36	KR7014790000	014790	HL D&I보통주	HL D&I	HL D&I HALLA CORPORATION	19940812	KOSPI	주권	-	보통주	5000	37858601	
37	KR7204320006	204320	HL만도보통주	HL만도	HL Mando	20141006	KOSPI	주권	-	보통주	1000	46957120	1.0
38	KR7060980000	060980	HL홀딩스보통주	HL홀딩스	HL Holdings Corporation	20100519	KOSPI	주권	-	보통주	5000	9213477	
39	KR7035000009	035000	HS애드보통주	HS애드	HS Ad	19990811	KOSPI	주권	-	보통주	1000	16207644	
40	KR7003560000	003560	IHQ보통주	IHQ	IHQ	19731218	KOSPI	주권	-	보통주	500	7083730	
41	KR7015360001	015360	INVENI보통주	INVENI	INVENI	19961224	KOSPI	주권	-	보통주	5000	5700000	
42	KR7175330000	175330	JB금융지주보통주	JB금융지주	JB Financial Group Co., Ltd.	20130718	KOSPI	주권	-	보통주	5000	189884601	1.0
43	KR7234080000	234080	JW생명과학보통주	JW생명과학	JW LIFESCIENCE	20161027	KOSPI	주권	-	보통주	2500	15834554	
44	KR7001061001	001065	JW중외제약1우선주	JW중외제약우	JWPHARMACEUTICAL(1P)	19941021	KOSPI	주권	-	구형우선주	2500	341951	
45	KR7001062009	001067	JW중외제약2우선주(신형)	JW중외제약2우B	JWPHARMACEUTICAL(2PB)	19980413	KOSPI	주권	-	신형우선주	2500	209973	
46	KR7001060003	001060	JW중외제약보통주	JW중외제약	JWPHARMACEUTICAL	19760614	KOSPI	주권	-	보통주	2500	23285930	
47	KR7096760004	096760	JW홀딩스 보통주	JW홀딩스	JW HOLDINGS CORPORATION	20070731	KOSPI	주권	-	보통주	500	73924942	
48	KR7105560007	105560	KB금융지주 보통주	KB금융	KB Financial Group	20081010	KOSPI	주권	-	보통주	5000	381462103	1.0
49	KR7432320000	432320	KB스타리츠보통주	KB스타리츠	KB STAR REIT	20221006	KOSPI	부동산투자회사	-	보통주	500	101414285	
50	KR7009070004	009070	KCTC 보통주	KCTC	KCTC	19780929	KOSPI	주권	-	보통주	500	30000000	
51	KR7003620002	003620	KG모빌리티보통주	KG모빌리티	KG Mobility	19750529	KOSPI	주권	-	보통주	1000	202374912	
52	KR7016380008	016380	KG스틸보통주	KG스틸	KG DONGBUSTEEL	19860203	KOSPI	주권	-	보통주	5000	100008897	
53	KR7001390004	001390	KG케미칼보통주	KG케미칼	KG Chemical	19890825	KOSPI	주권	-	보통주	1000	67233030	
54	KR7033180001	033180	KH 필룩스보통주	KH 필룩스	KH FEELUX Co.,Ltd.	20011226	KOSPI	주권	-	보통주	100	26020020	
55	KR7001940006	001940	KISCO홀딩스보통주	KISCO홀딩스	KISCO Holdings	19891113	KOSPI	주권	-	보통주	1000	14176380	
56	KR7025000001	025000	KPX케미칼보통주	KPX케미칼	KPXCHEMICAL	19941227	KOSPI	주권	-	보통주	5000	4378709	
57	KR7092230002	092230	KPX홀딩스보통주	KPX홀딩스	KPXHOLDINGS	20061012	KOSPI	주권	-	보통주	5000	4224646	
58	KR7000040006	000040	KR모터스보통주	KR모터스	KR MOTORS	19760525	KOSPI	주권	-	보통주	500	86375184	
59	KR7093050003	093050	LF보통주	LF	LF	20061201	KOSPI	주권	-	보통주	5000	29240000	
60	KR7003551009	003555	LG1우선주	LG우	LG Corp.(1P)	19881118	KOSPI	주권	-	구형우선주	5000	3011199	
61	KR7034220004	034220	LG디스플레이보통주	LG디스플레이	LG Display	20040723	KOSPI	주권	-	보통주	5000	500000000	1.0
62	KR7003550001	003550	LG보통주	LG	LG Corp.	19700213	KOSPI	주권	-	보통주	5000	154221585	1.0
63	KR7051901007	051905	LG생활건강1우선주	LG생활건강우	LG H&H(1P)	20010425	KOSPI	주권	-	구형우선주	5000	2099697	
64	KR7051900009	051900	LG생활건강보통주	LG생활건강	LG H&H	20010425	KOSPI	주권	-	보통주	5000	15302459	1.0
65	KR7373220003	373220	LG에너지솔루션보통주	LG에너지솔루션	LG Energy Solution	20220127	KOSPI	주권	-	보통주	500	234000000	1.0
66	KR7032640005	032640	LG유플러스보통주	LG유플러스	LG Uplus	20080421	KOSPI	주권	-	보통주	5000	429828355	1.0
67	KR7011070000	011070	LG이노텍보통주	LG이노텍	LG Innotek	20080724	KOSPI	주권	-	보통주	5000	23667107	1.0
68	KR7066571001	066575	LG전자1우선주	LG전자우	LGELECTRONICS(1P)	20020422	KOSPI	주권	-	구형우선주	5000	17185992	
69	KR7066570003	066570	LG전자보통주	LG전자	LGELECTRONICS	20020422	KOSPI	주권	-	보통주	5000	162886387	1.0
70	KR7051911006	051915	LG화학1우선주	LG화학우	LGCHEM,LTD(1P)	20010425	KOSPI	주권	-	구형우선주	5000	7688800	
71	KR7051910008	051910	LG화학보통주	LG화학	LGCHEM,LTD	20010425	KOSPI	주권	-	보통주	5000	70592343	1.0
72	KR7079550000	079550	LIG넥스원보통주	LIG넥스원	LIG Nex1 Co., Ltd.	20151002	KOSPI	주권	-	보통주	5000	22000000	1.0
73	KR7010120004	010120	LS ELECTRIC보통주	LS ELECTRIC	LS ELECTRIC	19940711	KOSPI	주권	-	보통주	5000	30000000	1.0
74	KR7000680009	000680	LS네트웍스보통주	LS네트웍스	LSNetworks	19731115	KOSPI	주권	-	보통주	5000	78803016	
75	KR7006260004	006260	LS보통주	LS	LS	19770630	KOSPI	주권	-	보통주	5000	31700000	1.0
76	KR7229640008	229640	LS에코에너지보통주	LS에코에너지	LS Eco Energy	20160922	KOSPI	주권	-	보통주	500	30624879	
77	KR7108320003	108320	LX세미콘보통주	LX세미콘	LX Semicon	20221103	KOSPI	주권	-	보통주	500	16264300	
78	KR7001120005	001120	LX인터내셔널보통주	LX인터내셔널	LX INTERNATIONAL CORP.	19760130	KOSPI	주권	-	보통주	5000	38760000	
79	KR7023150006	023150	MH에탄올보통주	MH에탄올	MHETHANOL	19961224	KOSPI	주권	-	보통주	500	7378526	
80	KR7035420009	035420	NAVER보통주	NAVER	NAVER	20081128	KOSPI	주권	-	보통주	100	156852638	1.0
81	KR7181710005	181710	NHN보통주	NHN	NHN	20130829	KOSPI	주권	-	보통주	500	32753139	
82	KR7338100001	338100	NH프라임리츠보통주	NH프라임리츠	NH Prime REIT	20191205	KOSPI	부동산투자회사	-	보통주	500	18660000	
83	KR7034310003	034310	NICE보통주	NICE	NICEHoldings	20040204	KOSPI	주권	-	보통주	500	36757157	
84	KR7008260002	008260	NI스틸보통주	NI스틸	NI STEEL	19750628	KOSPI	주권	-	보통주	500	28600117	
85	KR7004251005	004255	NPC1우선주	NPC우	NPC(1P)	19900115	KOSPI	주권	-	구형우선주	500	5280000	
86	KR7004250007	004250	NPC보통주	NPC	NPC	19690908	KOSPI	주권	-	보통주	500	36720000	
87	KR7456040005	456040	OCI보통주	OCI	OCI	20230530	KOSPI	주권	-	보통주	5000	8952495	
88	KR7010951002	010955	S-Oil1우선주	S-Oil우	S-Oil(1P)	19920528	KOSPI	주권	-	구형우선주	2500	4021927	
89	KR7010950004	010950	S-Oil보통주	S-Oil	S-OilCorporation	19870527	KOSPI	주권	-	보통주	2500	112582792	1.0
90	KR7005090006	005090	SGC에너지보통주	SGC에너지	SGC Energy	19930106	KOSPI	주권	-	보통주	5000	14409333	
91	KR7001380005	001380	SG글로벌보통주	SG글로벌	SG GLOBAL	19760629	KOSPI	주권	-	보통주	500	44964143	
92	KR7001770007	001770	SHD보통주	SHD	SHIN HWA DYNAMICS	19881123	KOSPI	주권	-	보통주	5000	1214878	
93	KR7002360006	002360	SH에너지화학보통주	SH에너지화학	SH ENERGY & CHEMICAL	19851223	KOSPI	주권	-	보통주	500	111133730	
94	KR7009160003	009160	SIMPAC보통주	SIMPAC	SIMPACInc	19890729	KOSPI	주권	-	보통주	500	65370968	
95	KR7123700007	123700	SJM보통주	SJM	SJM CO.,LTD	20100531	KOSPI	주권	-	보통주	500	15604898	
96	KR7025530007	025530	SJM홀딩스보통주	SJM홀딩스	SJM HOLDINGS	19970212	KOSPI	주권	-	보통주	500	14934008	
97	KR703473K016	03473K	SK1우선주	SK우	SK(1P)	20150817	KOSPI	주권	-	종류주권	200	566135	
98	KR7011790003	011790	SKC보통주	SKC	SKC	19970718	KOSPI	주권	-	보통주	5000	37868298	1.0
99	KR7018670000	018670	SK가스보통주	SK가스	SKGas	19970827	KOSPI	주권	-	보통주	5000	9245244	1.0
100	KR7001740000	001740	SK네트웍스보통주	SK네트웍스	SKNetworksCo.,Ltd	19770630	KOSPI	주권	-	보통주	2500	221277902	
101	KR7210980009	210980	SK디앤디보통주	SK디앤디	SK D&D Co., Ltd	20150623	KOSPI	주권	-	보통주	1000	18617382	
102	KR7395400005	395400	SK리츠보통주	SK리츠	SK REIT	20210914	KOSPI	부동산투자회사	-	보통주	500	296818619	1.0
103	KR7034730002	034730	SK보통주	SK	SK	20091111	KOSPI	주권	-	보통주	200	72502703	1.0
104	KR7402340004	402340	SK스퀘어보통주	SK스퀘어	SKSQUARE	20211129	KOSPI	주권	-	보통주	100	132087115	1.0
105	KR7361610009	361610	SK아이이테크놀로지보통주	SK아이이테크놀로지	SK ie technology	20210511	KOSPI	주권	-	보통주	1000	81787100	1.0
106	KR7100090000	100090	SK오션플랜트보통주	SK오션플랜트	SKoceanplant	20230419	KOSPI	주권	-	보통주	500	62478129	
107	KR7096771001	096775	SK이노베이션 1우선주	SK이노베이션우	SK Innovation(1P)	20070725	KOSPI	주권	-	구형우선주	5000	1248426	
108	KR7096770003	096770	SK이노베이션 보통주	SK이노베이션	SK Innovation	20070725	KOSPI	주권	-	보통주	5000	169052788	1.0
109	KR7001511005	001515	SK증권1우선주	SK증권우	SKSecurities(1P)	19890829	KOSPI	주권	-	구형우선주	500	3912514	
110	KR7001510007	001510	SK증권보통주	SK증권	SKSecurities	19860920	KOSPI	주권	-	보통주	500	472590171	
111	KR728513K010	28513K	SK케미칼1우선주	SK케미칼우	SKCHEMICALS(1P)	20180105	KOSPI	주권	-	종류주권	5000	2115429	
112	KR7285130001	285130	SK케미칼보통주	SK케미칼	SKCHEMICALS	20180105	KOSPI	주권	-	보통주	5000	17298766	
113	KR7017670001	017670	SK텔레콤보통주	SK텔레콤	SKTelecom	19891107	KOSPI	주권	-	보통주	100	214790053	1.0
114	KR7003570009	003570	SNT다이내믹스보통주	SNT다이내믹스	SNT DYNAMICS	19760708	KOSPI	주권	-	보통주	2500	33252697	1.0
115	KR7064960008	064960	SNT모티브보통주	SNT모티브	SNT MOTIV	20020311	KOSPI	주권	-	보통주	5000	26540272	
116	KR7100840008	100840	SNT에너지보통주	SNT에너지	SNTEnergy Co.,Ltd.	20080222	KOSPI	주권	-	보통주	500	20680783	
117	KR7036530004	036530	SNT홀딩스보통주	SNT홀딩스	SNT Holdings	20021022	KOSPI	주권	-	보통주	500	16303886	
118	KR7005610001	005610	SPC삼립보통주	SPC삼립	SPC SAMLIP	19750502	KOSPI	주권	-	보통주	5000	8629009	
119	KR7465770006	465770	STX그린로지스보통주	STX그린로지스	STX Green Logis	20230915	KOSPI	주권	-	보통주	2500	7171032	
120	KR7011810009	011810	STX보통주	STX	STX	19900912	KOSPI	주권	-	보통주	2500	31017927	
121	KR7077970002	077970	STX엔진보통주	STX엔진	STXEngineCo.,Ltd	20040510	KOSPI	주권	-	보통주	2500	40148063	1.0
122	KR7084870005	084870	TBH글로벌보통주	TBH글로벌	TBH GLOBAL	20051219	KOSPI	주권	-	보통주	500	20856819	
123	KR7002710002	002710	TCC스틸보통주	TCC스틸	TCC STEEL	19841221	KOSPI	주권	-	보통주	1000	26213697	
124	KR7024070005	024070	WISCOM보통주	WISCOM	WISCOM	19961122	KOSPI	주권	-	보통주	500	15326438	
125	KR7000500009	000500	가온전선보통주	가온전선	GAONCABLE	19870608	KOSPI	주권	-	보통주	5000	16543115	1.0
126	KR7000860007	000860	강남제비스코보통주	강남제비스코	KANGNAM JEVISCO	19751112	KOSPI	주권	-	보통주	500	13000000	
127	KR7035250000	035250	강원랜드보통주	강원랜드	Kangwon Land, Inc.	20030904	KOSPI	주권	-	보통주	500	213940500	1.0
128	KR7011420007	011420	갤럭시아에스엠보통주	갤럭시아에스엠	GALAXIA SM	19891114	KOSPI	주권	-	보통주	500	27549644	
129	KR7002100006	002100	경농보통주	경농	Kyungnong	19770630	KOSPI	주권	-	보통주	500	19522575	
130	KR7009450008	009450	경동나비엔보통주	경동나비엔	KYUNGDONGNAVIEN	19930831	KOSPI	주권	-	보통주	1000	14568592	
131	KR7267290005	267290	경동도시가스보통주	경동도시가스	KYUNGDONG CITY GAS	20170512	KOSPI	주권	-	보통주	2500	5895406	
132	KR7012320008	012320	경동인베스트보통주	경동인베스트	KYUNGDONG INVEST	19970307	KOSPI	주권	-	보통주	5000	2365023	
133	KR7000050005	000050	경방보통주	경방	Kyungbang	19560303	KOSPI	주권	-	보통주	500	27415270	
134	KR7214390007	214390	경보제약보통주	경보제약	KYONGBO PHARMACEUTICAL CO., LTD.	20150629	KOSPI	주권	-	보통주	500	23906860	
135	KR7012610002	012610	경인양행보통주	경인양행	KyunginSynthetic	19951005	KOSPI	주권	-	보통주	500	41616365	
136	KR7009140005	009140	경인전자보통주	경인전자	KyunginElectronics	19890620	KOSPI	주권	-	보통주	5000	1570797	
137	KR7013580006	013580	계룡건설산업보통주	계룡건설	KyeryongConstructionIndustrial	19960130	KOSPI	주권	-	보통주	5000	8930907	
138	KR7012201000	012205	계양전기1우선주	계양전기우	KeyangElectricMachinery(1P)	19890802	KOSPI	주권	-	구형우선주	500	1169079	
139	KR7012200002	012200	계양전기보통주	계양전기	KeyangElectricMachinery	19880706	KOSPI	주권	-	보통주	500	27222829	
140	KR7002140002	002140	고려산업보통주	고려산업	KoreaIndustrial	19910114	KOSPI	주권	-	보통주	1000	24939425	
141	KR7010130003	010130	고려아연보통주	고려아연	KoreaZinc	19900728	KOSPI	주권	-	보통주	5000	18663253	1.0
142	KR7002240000	002240	고려제강보통주	고려제강	KISWire	19760525	KOSPI	주권	-	보통주	1000	27000000	
143	KR7009290008	009290	광동제약보통주	광동제약	KwangdongPharmaceutical	19891117	KOSPI	주권	-	보통주	1000	52420851	
144	KR7017040007	017040	광명전기보통주	광명전기	KWANG MYUNG ELECTRIC	19900914	KOSPI	주권	-	보통주	500	43337615	
145	KR7017900002	017900	광전자보통주	광전자	AUK	19961016	KOSPI	주권	-	보통주	500	57943763	
146	KR7037710001	037710	광주신세계보통주	광주신세계	GwangjuShinsegae	20020207	KOSPI	주권	-	보통주	1000	7957190	
147	KR7030610000	030610	교보증권보통주	교보증권	KYOBOSECURITIESCO.,LTD.	20020718	KOSPI	주권	-	보통주	5000	113962961	
148	KR7339770000	339770	교촌에프앤비보통주	교촌에프앤비	KYOCHON FOOD&BEVERAGE	20201112	KOSPI	주권	-	보통주	500	49965080	
149	KR7007690001	007690	국도화학보통주	국도화학	KukdoChemical	19890805	KOSPI	주권	-	보통주	5000	9260832	
150	KR7001140003	001140	국보보통주	국보	KUKBO	19891202	KOSPI	주권	-	보통주	500	15856388	
151	KR7002720001	002720	국제약품보통주	국제약품	Kukje Pharma	19751227	KOSPI	주권	-	보통주	1000	21159832	
152	KR7114090004	114090	그랜드코리아레저보통주	GKL	Grand Korea Leisure	20091119	KOSPI	주권	-	보통주	500	61855670	
153	KR7083420000	083420	그린케미칼보통주	그린케미칼	GREEN CHEMICAL	20051020	KOSPI	주권	-	보통주	500	24000000	
154	KR7014530000	014530	극동유화보통주	극동유화	KukdongOil&Chem.	19910131	KOSPI	주권	-	보통주	500	34869420	
155	KR7014281000	014285	금강공업1우선주	금강공업우	KUMKANG KIND(1P)	19890731	KOSPI	주권	-	구형우선주	1000	589875	
156	KR7014280002	014280	금강공업보통주	금강공업	KUMKANG KIND	19880910	KOSPI	주권	-	보통주	1000	29329357	
157	KR7008870008	008870	금비보통주	금비	Kumbi	19900608	KOSPI	주권	-	보통주	5000	1000000	
158	KR7001570001	001570	금양보통주	금양	Kumyang	19761217	KOSPI	주권	-	보통주	500	63967196	
159	KR7002991008	002995	금호건설1우선주	금호건설우	KUMHOE&C(1P)	19881006	KOSPI	주권	-	구형우선주	5000	292266	
160	KR7002990000	002990	금호건설보통주	금호건설	KUMHOE&C	19760626	KOSPI	주권	-	보통주	5000	36996760	
161	KR7011781002	011785	금호석유화학1우선주	금호석유화학우	KumhoPetrochemical(1P)	19881020	KOSPI	주권	-	구형우선주	5000	3023486	
162	KR7011780004	011780	금호석유화학보통주	금호석유화학	KumhoPetrochemical	19880122	KOSPI	주권	-	보통주	5000	26031742	1.0
163	KR7214330003	214330	금호에이치티보통주	금호에이치티	Kumho HT, Inc.	20151111	KOSPI	주권	-	보통주	500	218046510	
164	KR7001210004	001210	금호전기보통주	금호전기	KumhoElectric	19731115	KOSPI	주권	-	보통주	500	61553997	
165	KR7073240004	073240	금호타이어보통주	금호타이어	KUMHOTIRECO.,INC	20050217	KOSPI	주권	-	보통주	5000	287260287	1.0
166	KR7092440007	092440	기신정기 보통주	기신정기	KISHIN CORPORATION	20071030	KOSPI	주권	-	보통주	500	29200000	
167	KR7000270009	000270	기아보통주	기아	KIA CORPORATION	19730721	KOSPI	주권	-	보통주	5000	390412998	1.0
168	KR7013700000	013700	까뮤이앤씨보통주	까뮤이앤씨	CAMUS ENGINEERING & CONSTRUCTION Inc.	19891130	KOSPI	주권	-	보통주	500	59750830	
169	KR7004541009	004545	깨끗한나라1우선주	깨끗한나라우	KleanNara(1P)	19881121	KOSPI	주권	-	구형우선주	1000	366160	
170	KR7004540001	004540	깨끗한나라보통주	깨끗한나라	KleanNara	19750625	KOSPI	주권	-	보통주	1000	37240693	
171	KR7030190003	030190	나이스평가정보보통주	NICE평가정보	NICE Information Service	20230808	KOSPI	주권	-	보통주	500	58911527	
172	KR7001260009	001260	남광토건보통주	남광토건	NamkwangEngineering&Construction	19761228	KOSPI	주권	-	보통주	5000	9832572	
173	KR7008351009	008355	남선알미늄1우선주	남선알미우	NamsunAluminium(1P)	19891223	KOSPI	주권	-	구형우선주	500	307890	
174	KR7008350001	008350	남선알미늄보통주	남선알미늄	NamsunAluminium	19780522	KOSPI	주권	-	보통주	500	129079090	
175	KR7004270005	004270	남성보통주	남성	Namsung	19891114	KOSPI	주권	-	보통주	500	36212160	
176	KR7003921004	003925	남양유업1우선주	남양유업우	NamyangDairyProducts(1P)	19880620	KOSPI	주권	-	구형우선주	500	2000000	
177	KR7003920006	003920	남양유업보통주	남양유업	NamyangDairyProducts	19780624	KOSPI	주권	-	보통주	500	6000000	
178	KR7025860008	025860	남해화학보통주	남해화학	NamhaeChemical	19951110	KOSPI	주권	-	보통주	1000	49678843	
179	KR7005721006	005725	넥센1우선주	넥센우	NEXEN(1P)	19890923	KOSPI	주권	-	구형우선주	500	3600600	
180	KR7005720008	005720	넥센보통주	넥센	NEXEN	19871219	KOSPI	주권	-	보통주	500	53543977	
181	KR7002351005	002355	넥센타이어1우선주(신형)	넥센타이어1우B	NEXENTIRE(1PB)	19990608	KOSPI	주권	-	신형우선주	500	6500000	
182	KR7002350007	002350	넥센타이어보통주	넥센타이어	NEXENTIRE	19760519	KOSPI	주권	-	보통주	500	97667877	
183	KR7092790005	092790	넥스틸보통주	넥스틸	NEXTEEL	20230821	KOSPI	주권	-	보통주	500	26002000	
184	KR7251270005	251270	넷마블보통주	넷마블	Netmarble Corporation	20170512	KOSPI	주권	-	보통주	100	85953502	1.0
185	KR7090351008	090355	노루페인트 1우선주	노루페인트우	NOROO PAINT(1P)	20060703	KOSPI	주권	-	구형우선주	500	463126	
186	KR7090350000	090350	노루페인트 보통주	노루페인트	NOROO PAINT	20060703	KOSPI	주권	-	보통주	500	20000000	
187	KR7000321000	000325	노루홀딩스1우선주	노루홀딩스우	NorooHoldings(1P)	19890121	KOSPI	주권	-	구형우선주	500	243559	
188	KR7000320002	000320	노루홀딩스보통주	노루홀딩스	NorooHoldings	19730810	KOSPI	주권	-	보통주	500	13291151	
189	KR7006280002	006280	녹십자보통주	녹십자	Green Cross Corporation	19890801	KOSPI	주권	-	보통주	5000	11686538	1.0
190	KR7005252002	005257	녹십자홀딩스2우선주(신형)	녹십자홀딩스2우	Green Cross Holdings Corporation(2PB)	19970319	KOSPI	주권	-	신형우선주	500	845990	
191	KR7005250006	005250	녹십자홀딩스보통주	녹십자홀딩스	Green Cross Holdings Corporation	19780828	KOSPI	주권	-	보통주	500	47028210	
192	KR7004370003	004370	농심보통주	농심	Nongshim	19760630	KOSPI	주권	-	보통주	5000	6082642	1.0
193	KR7072710007	072710	농심홀딩스보통주	농심홀딩스	NongshimHoldings	20030730	KOSPI	주권	-	보통주	5000	4637790	
194	KR7058730003	058730	다스코보통주	다스코	Development Advance Solution	20040802	KOSPI	주권	-	보통주	500	18796941	
195	KR7030210009	030210	다올투자증권보통주	다올투자증권	Daol Investment & Securities	19961119	KOSPI	주권	-	보통주	5000	60911106	
196	KR7023590003	023590	다우기술보통주	다우기술	DaouTechnology	19970827	KOSPI	주권	-	보통주	500	44866617	1.0
197	KR7145210001	145210	다이나믹디자인보통주	다이나믹디자인	Dynamic Design	20150319	KOSPI	주권	-	보통주	500	41941858	
198	KR7483650008	483650	달바글로벌보통주	달바글로벌	d'Alba Global	20250522	KOSPI	주권	-	보통주	100	12343915	1.0
199	KR7019680008	019680	대교보통주	대교	DAEKYO	20040203	KOSPI	주권	-	보통주	500	84702850	
200	KR7019681006	019685	대교우선주(신형)	대교우B	DAEKYO(1PB)	20040203	KOSPI	주권	-	신형우선주	500	19426990	
201	KR7006370001	006370	대구백화점보통주	대구백화점	DaeguDepartmentStore	19881010	KOSPI	주권	-	보통주	5000	10821611	
202	KR700806K010	00806K	대덕1우선주	대덕1우	DAEDUCK Co.,LTD(1P)	20181219	KOSPI	주권	-	종류주권	500	1212357	
203	KR7008060006	008060	대덕보통주	대덕	DAEDUCK Co.,LTD	19890126	KOSPI	주권	-	보통주	500	33890150	
204	KR7353200009	353200	대덕전자보통주	대덕전자	DaeduckElectronics	20200521	KOSPI	주권	-	보통주	500	49416925	1.0
205	KR735320K011	35320K	대덕전자우선주	대덕전자1우	DaeduckElectronics(1P)	20200521	KOSPI	주권	-	종류주권	500	2095519	
206	KR7000490003	000490	대동보통주	대동	DAEDONG CORPORATION	19750627	KOSPI	주권	-	보통주	1000	26392658	
207	KR7008110009	008110	대동전자보통주	대동전자	DAIDONGElECTRONICS	19900605	KOSPI	주권	-	보통주	500	10490447	
208	KR7005750005	005750	대림바스보통주	대림바스	DAELIM BATH	19921223	KOSPI	주권	-	보통주	1000	16672240	
209	KR7006570006	006570	대림통상보통주	대림통상	DaelimTrading	19751120	KOSPI	주권	-	보통주	1000	15225000	
210	KR7001681006	001685	대상1우선주	대상우	Daesang(1P)	19891121	KOSPI	주권	-	구형우선주	1000	1370223	
